job_title,company,location,category,contract_type,created_date,avg_salary,description,skills,skills_count,salary_available
Data Engineer,"Delta System & Software, Inc.","Bangalore, Karnataka",IT Jobs,,2025-12-19 08:57:37+00:00,,"Primary: AI Experience, Azure, Databricks, ADF, Pyspark OR Python Secondary: Datawarehouse Job Description: Must Have • 9 Years of IT experience in Datawarehouse and ETL • Hands-on data experience on Cloud Technologies on Azure, ADF, Synapse, Pyspark/Python • Ability to understand Design, Source to target mapping (STTM) and create specifications documents • Flexibility to operate from client office locations • Able to mentor and guide junior resources, as needed Nice to Have • Any relevant cert…",python,1,0
Data Engineer,Mastech Digital,India,IT Jobs,,2025-12-21 08:13:26+00:00,,"Job Title: SQL-Snowflake Developer Location: Bangalore (All 5 days from office- Initial 3 month can work from home) Experience: 5 years Budget: Open to discuss Notice Period: Immediate joiner/ Serving notice with less than 30 days/Notice is less than 20 days Job Description – Data Engineer Skills: Snowflake  DBT (Candidate should be able to create Views, DQ rules – create reports), INFA PC or IDQ knowledge (good to have). Scripting: Python Code Management: GIT Ticket & Incident Management: JIRA…","python, sql",2,0
Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-18 02:40:21+00:00,,"Locations: Chennai, Bangalore Experience: 8-10 Years Role: Sr. Developer (Azure) Must-Have: Azure Data Factory (ADF) Databricks Python Spark SQL Server § Cosmos Responsibility: 5 years of experience total IT experience 2 years of Azure experience Good BFSI domain knowledge Experience in working with multi-location teams for Development and Testing Hands on experience in ADF, Databricks, Python, Spark, SQL Server, Cosmos Good communication skills - Able to articulate clearly his/her ideas. Exper…","python, sql",2,0
Data Engineer,Persistent Systems,"Pune, Maharashtra",IT Jobs,,2025-11-26 09:52:51+00:00,,About Position: We are looking for a Data Engineer with Python AWS experience. Role: Data Engineer Location: All PSL Location Experience: 5-10 Years Job Type: Full Time Employment What You'll Do Understand the domain for which the entities are being created. Understand the entity creation process framework- both batch and real time. Create entity structure in the datamap studio. Use the existing entity creation framework to create and populate entities using either the batch method OR the real …,python,1,0
Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-18 02:40:41+00:00,,"Locations: Bangalore Experience: 5-10 Years Role: GCP Data Engineer Must-Have: DataProc Big Query Composer Scala PySpark Responsibility: Excellent communication ( both oral and written ) and documentation Hands-on experience in the complete eco-system of any one/more of the various Hadoop distributions such as MapR ( preferred ) and/or Hortonworks and/or Cloudera and/or Apache Hadoop , with specialization in tools such as Spark (Core and SQL) , Hive and NoSql Databases such as HBase and/or Cass…","sql, excel",2,0
Data Scientist,"Enterprise Minds, Inc",India,IT Jobs,,2025-12-06 09:44:31+00:00,," Hiring: Senior Data Scientist – Generative AI (3.5–8 Years Exp.) We are looking for a Senior Data Scientist who is passionate about building cutting-edge Generative AI, LLM, and agentic systems . In this role, you will transform complex business problems into high-impact AI solutions , leading projects end-to-end—from research and prototyping to production deployment.  Role Overview As a key individual contributor, you will: Research, design & build advanced generative AI models (LLMs, diffusi…",,0,0
Data Engineer,Sonata Software,"Hyderabad, Telangana",IT Jobs,,2025-11-28 09:44:31+00:00,,"Role: Talend Admin Experience: 5 years Location: Hyderabad Mode: WFO Notice period : 15 To immediate Key Responsibilities: 1.Install, configure, and maintain Talend environments (Talend Data Integration, Talend Management Console, etc.). Manage deployments across environments. 2.Configure and monitor job excution via TMC and manage schedules. 3.Setup and maintain users,roles and permissions in TMC. 4.Monitor talend environments and services to ensure high availability and performance. 5.Manage …",,0,0
Data Engineer,Impetus,India,IT Jobs,,2025-12-06 01:27:52+00:00,,"Impetus is hiring for Sr. GCP Developer for Gurgaon/Bangalore location. We are looking for a person with Bigdata, Spark, Pyspark, Python & with GCP combination - Bigquery, Dataproc, Pubsub, Cloud Composer, GCS or etc. If you are good in that & interested to join please share your resume at vaishali.tyagi@impetus.com. Responsibilities Able to effectively use GCP managed services e.g. Dataproc, Dataflow, pub/sub, Cloud functions, Big Query, GCS - At least 4 of these Services. Candidate should hav…",python,1,0
Data Scientist,ITC Infotech,"Bangalore, Karnataka",IT Jobs,permanent,2025-12-06 01:27:59+00:00,,We are pleased to invite you to explore an exciting opportunity with ITC Infotech for the role of Generative AI Chatbot Engineer . We are looking for a passionate and skilled professional with a strong foundation in Python development and a flair for building intelligent conversational interfaces. Role Overview: Position: Generative AI Chatbot & Azure Open AI with LLM and RAG Experience Required: 5 years in GEN AI (Data Science) Location: Gurgaon /Bangalore /Hyderabad /Pune Employment Type: Per…,python,1,0
Data Scientist,Brace Infotech Private Ltd,"Hyderabad, Telangana",IT Jobs,,2025-12-10 16:54:28+00:00,,"Role: GEN AI Developer/ Sr. Developer with AWS & Python Location: Bangalore/Hyderabad/Chennai Exp:4-8Yrs Notice Period: Only Immediate Primary skills: Gen AI, LLM, RAG, AWS, Python Role Overview: We are looking for a highly skilled and innovative Generative AI Developer to join our engineering team. This role involves building scalable, cloud-native applications leveraging Generative AI technologies, AWS services (including Bedrock , Lambda , EKS ), and developing APIs using Python Flask . The …",python,1,0
Data Scientist,Recro,"Bangalore, Karnataka",IT Jobs,,2025-12-18 08:39:36+00:00,,"Role Overview As the AI Systems Architect , you’ll own the end-to-end design and delivery of production-grade agentic and Generative AI systems. This is a highly hands-on role requiring deep architectural insight, coding proficiency, and an obsession with performance, scalability, and reliability. You’ll architect secure, cost-efficient AI platforms on AWS, guide developers through complex debugging and optimization, and ensure all systems are observable, governed, and production-ready. Key Res…",,0,0
Data Engineer,Sutherland,"Hyderabad, Telangana",IT Jobs,,2025-12-19 08:59:43+00:00,,"Interested suitable candidates please be in touch with Priti Kumari ( priti.kumari@sutherlandglobal.com) Detailed Job Description: Exp-6 to 10 years NP-Immediate Location-Bangalore/Hyderabad/Chennai/Mumbai (Hybrid-2 days work from office) Excellent communication 1. Candidate should be expert in SQL, t-SQL, advance SQL, query optimization, performance tuning. 2. He should be good and quick in query writing as well using CTE, functions and procs etc. 3. Candidate should be proficient in Power BI.…","sql, excel",2,0
Data Engineer,LTIMindtree,"Chennai, Tamil Nadu",Healthcare & Nursing Jobs,,2025-12-03 08:59:09+00:00,,"Greeting from LTIMindtree, We are conducting scheduled F2F In-Person Drive on this 6th December at Chennai location. Interested people share me your resume if it matched the below skills more than 5 years of experience. Please share me your updated resume to Chimakurthi.SusmithaRaman@ltimindtree.com - Chennai In-Person Technical Discussions on 6th December-Saturday – Fill out form Azure Databricks AWS Glue & Databricks Snowflake GCP PowerBI Thanks& Regards, Chimakurthi Susmitha",,0,0
Data & AI Engineer (Data Pipelines & RAG),Pro5.ai,India,IT Jobs,,2025-12-20 08:59:46+00:00,,"Data & AI Engineer (Data Pipelines & RAG) We are seeking a versatile Data & AI Engineer with 4-7 years of experience to build, deploy & maintain end-to-end data pipelines for downstream Gen AI applications. You’ll design data models and transformations, build scalable ETL/ELT workflows, while learning fast and working on the AI agent space. Key Responsibilities Data Modeling & Pipeline development Automate data ingestion from diverse sources (Databases, APIs, files, Sharepoint/ document managem…",,0,0
Data Engineer – AI & Real-Time Data Infrastructure,crenovent,"Noida, Ghaziabad",IT Jobs,,2025-12-13 09:39:20+00:00,,"Location: Noida, Full Time / On Site About Us: We are an early stage SaaS / AI startup building building what we are calling Enterprise Revenue Fabric platform. Job Description: As a Data Engineer , you will play a critical role in building and maintaining the data infrastructure that powers our platform. You will work alongside a team of engineers, data scientists, and product managers to create scalable, real-time data pipelines, ensuring data governance, integrity, and compliance. You will h…",,0,0
Senior Data Engineer (Databricks | Insurance | Data Migration),PwC India,"Mumbai, Maharashtra",IT Jobs,,2025-12-13 09:39:11+00:00,,"Job Description – Senior Data Engineer (Databricks | Insurance | Data Migration) Location: Pan India Experience: 7–12 years Role Overview We are looking for a highly skilled Senior Manager / Manager / Senior Data Engineer with deep expertise in Databricks data management , logical & physical data modelling , and insurance domain data workflows . The candidate will work on a strategic data migration initiative for a leading UK-based insurance company, moving data from Guidewire into Databricks S…",,0,0
Data Engineer II (Spark | SQL | Data Pipeline),Flexton Inc.,"Bangalore, Karnataka",IT Jobs,,2025-12-20 09:01:04+00:00,,"Role: Data Engineer (Spark | SQL | Big Data Pipelines) Location: Bengaluru, India (3 days Onsite/week) Interview : 3 Rounds Note : We’re specifically looking for immediate joiners or candidates who are ready to start immediately or with a very short notice period. Must be comfortable working on Hybrid Model from client location Bengaluru. Must Haves: Engineering Degree in Computer Science or IT with 5 Years of Enterprise work experience with Spark Streaming, SQL Queries, Data Pipeline and Data …",sql,1,0
Data Privacy Consultant,Data > Nuance.,"Pune, Maharashtra",IT Jobs,,2025-11-21 08:36:48+00:00,,"About Data>Nuance Data>Nuance is a global privacy, data protection, and AI governance consultancy, trusted by 1,000 organizations worldwide. We operate across Barcelona, Bangalore, and Dubai (expanding soon), with a dedicated team of data protection, governance, and regulatory specialists. We specialize in: Outsourced DPO Services Data Protection Consultancy & Compliance GDPR Representation & Global Privacy Advisory AI Governance, Risk Assessments & Algorithm Auditing DSAR Management Services D…",,0,0
Data Governance Analyst,Pacific Data Integrators,India,IT Jobs,,2025-12-20 09:01:41+00:00,,"Data Governance Analyst Location: Remote Shift timing: 5 PM-2 AM IST Experience: 3-6 Years Employment Type: Full-time About Us We are PDI (Pacific Data Integrators), a leading provider of Data Management, Analytics, and Cloud solutions. As an Informatica Platinum Partner and a reseller of various market-leading products, we help enterprises implement scalable and secure data solutions using tools like Informatica, AWS, Azure, Snowflake, and GCP . We continue to grow as a leader in data integrat…",,0,0
Principal Data Consultant,Eucloid Data Solutions,India,IT Jobs,,2025-12-06 01:25:13+00:00,,"Job description: The candidate will advise clients on multiple business problems and help them achieve desirable business outcomes through projects. The candidate is expected to be a highly motivated individual with an ability to provide strategic & operational leadership for a high-performing, diverse team of Data Analysts, Data Scientists & Data Engineers. The candidate will lead the following workstreams: •Drive the definition, design and delivery of new data products within the customer’s D…",,0,0
Data Modeling Advisor,Evernorth,"Hyderabad, Telangana",IT Jobs,,2025-01-29 11:16:26+00:00,,"About Evernorth: Evernorth Health Services, a division of The Cigna Group (NYSE: CI), creates pharmacy, care, and benefits solutions to improve health and increase vitality. We relentlessly innovate to make the prediction, prevention, and treatment of illness and disease more accessible to millions of people. Data Modeling Advisor Position Summary: The Health Services Data Design and Metadata Management team is hiring an Architecture Senior Advisor to work across all projects. The work involves…",,0,0
Senior Data Engineer,Cargill,"Richmond Town, Bangalore",IT Jobs,,2025-12-19 21:16:00+00:00,,"Job Purpose and Impact The Senior Data Engineering job designs, builds and maintains complex data systems that enable data analysis and reporting. With minimal supervision, this job ensures that large sets of data are efficiently processed and made accessible for decision making. Key Accountabilities DATA INFRASTRUCTURE: Prepares data infrastructure to support the efficient storage and retrieval of data. DATA FORMATS: Examines and resolves appropriate data formats to improve data usability and …",data analysis,1,0
Senior Data Modeler,ValueMomentum,"Hyderabad, Telangana",IT Jobs,permanent,2025-12-18 02:35:11+00:00,,"Owlsure , business unit of ValueMomentum is hiring for Senior Data Modeler . Primary Skill: Data Analysis, Data Modelling, Database Design, Dimensional Modelling, Data Warehouse Design, Erwin Secondary Skill: Data Lake, Lakehouse Design, Data Vault 2.0 Location: Hyderabad Industry: Long Term Care / Senior Care Employment Type: Permanent Functional Area: Solutions & Delivery Experience: 6 Years. Are you a seasoned Data Modeler with expertise in Data & Analytics Projects? Do you stay ahead of the…",data analysis,1,0
Data Modeler II,ADM,"Bangalore, Karnataka",IT Jobs,,2025-11-21 05:48:31+00:00,,"Data Modeler II Company Introduction ADM is seeking a Data Modeler who can partner with Solution Leads and Global Process Owners to understand comprehensive business processes, strategy, standards and source systems in order to develop their data and analytical solutions. Communicate Data and Analytics (DnA) capabilities with DNA Leadership, Portfolio Office and Transformation Office to ensure requests are captured and treated in accordance with the IT operating model, demand management process…",,0,0
Azure Data Engineer,Paritas Recruitment,India,IT Jobs,contract,2025-12-05 01:32:29+00:00,,"Azure Data Engineer - 6 Month Rolling Contract Market Day Rate on offer Remote - (Sunday to Thursday working days) Location: Remote - 1 Week per quarter in Qatar Paritas is working with a global IT Consultancy & leading Energy client who are seeking an experienced and highly skilled Azure Data Engineer to join their team who is responsible for data engineering, designing, developing, and maintaining the data platform and systems required for data storage, processing, and analysis. Responsibilit…",,0,0
Senior Data Engineer,People Tech Group Inc,"Hyderabad, Telangana",IT Jobs,,2025-11-05 23:03:54+00:00,,"Job Title: Data Engineer Location: Hyderabad Experience: 5Years (Work from Office) Job Summary: We are looking for a skilled and experienced Data Engineer with over 5 years of experience in data engineering and data migration projects. The ideal candidate should possess strong expertise in SQL, Python, data modeling, data warehousing, and ETL pipeline development. Experience with big data tools like Hadoop and Spark, along with AWS services such as Redshift, S3, Glue, EMR, and Lambda, is essent…","python, sql",2,0
Data Quality Analyst,Wall Street Consulting Services LLC,"Hyderabad, Telangana",IT Jobs,,2025-12-12 09:51:03+00:00,,"Experience: 5–8 Years Notice Period: Immediate–30 Days We are looking for an experienced Unified Data Tester with strong expertise in validating large-scale data pipelines, ETL workflows, and cloud data platforms. The ideal candidate will have hands-on experience in ADF, Databricks, SQL, and Snowflake , with solid understanding of data quality, data validation, and automation concepts. Key Skills Required: Strong SQL (advanced queries, data reconciliation, validations) Azure Data Factory (ADF) …",sql,1,0
Senior Data Architect,L&T Technology Services,"Bangalore, Karnataka",IT Jobs,,2025-12-05 01:22:21+00:00,,"Primary Responsibilities: Data Strategy & Governance: Define the end-to-end enterprise data architecture strategy (including data ingestion, storage, processing, and consumption) to support all Digital Products (AI, Analytics, IoT). Blueprint & Modeling: Create and govern enterprise data models, data lake/mesh blueprints, and data governance frameworks (e.g., data quality, lineage, access control). Platform Selection: Lead the selection, design, and optimization of Cloud-based data platforms (e…",,0,0
Senior Data Engineer,Response Informatics,"Pune, Maharashtra",IT Jobs,,2025-12-09 09:03:33+00:00,,"We’re Hiring:  Location: Pune  Experience: 6 years  Key Responsibilities: Designation: AWS Data Engineer Skill Tech stack : AWS Data Engineer, Python, Pyspark, SQL, Data Pipeline, AWS, AWS Glue, lambda Notice Period – Immediate to 4 week Joiner only (Don’t submit more than 4 weeks notice)Location: Pune JD: 6 years of experience in data engineering, specifically in cloud environments like AWS. Don’t Not Share Data Science Profiles. Proficiency in Python and PySpark for data processing and transf…","python, sql",2,0
Consultant - Technical - Data,Value Creed,"Hyderabad, Telangana",IT Jobs,,2025-12-19 08:55:37+00:00,,"We are looking for a Data Engineer with strong end-to-end experience in building and optimizing data solutions within cloud environments. The ideal candidate will have expertise in designing ETL pipelines using Python, SQL, and modern ETL tools such as Azure Data Factory and AWS Glue. You should have a solid background working with cloud platforms like Azure and AWS, and experience with data warehousing and data lakehouse technologies such as Databricks and Snowflake. A critical part of the rol…","python, sql",2,0
Azure Data Engineer,Sigmoid,"Bangalore, Karnataka",IT Jobs,,2025-12-03 09:02:34+00:00,,"We are looking for a skilled TL Azure Data Engineer with 9 years of experience in big data technologies, particularly Python, PYSpark, SQL and data lakehouse architectures. The ideal candidate will have a strong background in building scalable data pipelines and experience with modern data storage formats, including Apache Iceberg. You will work closely with cross-functional teams to design and implement efficient data solutions in a cloud-based environment. Key Responsibilities: Data Pipeline …","python, sql",2,0
Senior Data Engineer,Ally-eXecutive HR,"Noida, Ghaziabad",IT Jobs,,2025-12-03 09:02:08+00:00,,"We are looking for an experienced Data Architect with 6–10 years of expertise in data engineering, data management, and architecture. This role will define the strategy, design, and implementation of enterprise-scale data platforms, ensuring data availability, governance, security, and scalability across the organization. The Data Architect will collaborate with technology and business stakeholders to align data initiatives with strategic goals. Role: Data Architect Level: SSE - 6 TO 10 years  …",,0,0
AGM-Data Management,Spot Your Leaders & Consulting,"Bangalore, Karnataka",IT Jobs,,2025-12-12 09:48:35+00:00,,"AGM-Data Management/Director Overall 15 years - Should have lead data management projects/programs for at least 8 years (Maximum 45 days' notice period) Skills : Data governance, data quality, ETLs, data on cloud, data architecture, data engineering knowledge, Good Enterprise data Management background Cloud experience mandatory Should have managed 100 team size Leadership of large team handling experience is a MUST Data Skills - Informatica ETL, Oracle Database, Data Lake/Data Warehouse, SQL, …",sql,1,0
Senior Data Engineer,Cloudwick,"Bangalore, Karnataka",IT Jobs,,2025-12-20 09:00:27+00:00,,"About the role We are seeking Senior Data Engineers to join our data engineering team, who are passionate about data & analytics. The ideal fit for the role will have a strong background in handling large volumes of data with Apache Spark to build , enhance bespoke systems to harness data .The key focus of the position is to build or maintain systems to capture and store data on behalf of the business. Key Responsibilities Design, develop, and maintain ETL processes and data pipelines using AWS…",,0,0
AI Data Architect,Tata Consultancy Services,India,IT Jobs,,2025-12-18 08:41:09+00:00,,"Role:- AI Data Architect Experience- 8 to 15years Location - PAN India Job Description We are seeking an inventive Data Architect for AI with 8–15 years of experience to lead the strategic design and implementation of enterprise-scale AI solutions. 8 years of experience in ETL/ELT, Big Data cloud data solutioning, with at least 3 years in architectural leadership roles. • Proven track record of delivering enterprise Data solutions on a scale. • Strong understanding of Data models and Data pipel…",,0,0
Google Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-18 02:38:20+00:00,,"Dear Candidates, Greetings from TCS TCS is looking for Google Data Engineer Experience: 3-5 years Mode of interview: Face-to-face Date of interview: 20/12/2025 Location: Hyderabad: Synergy Park (Non-SEZ) Campus, TCS Synergy Park, Indian Immunological Colony, Gachibowli, Hyderabad Chennai: Chennai Drive Location: TCS SNR-Kumaran Nagar, 415/21-24, TNHB Main Rd, Chennai, Tamil Nadu 600119 Job description: Experience Experience level of 3 to 5 years in data engineering, data warehousing, or a relat…",,0,0
Data Engineering lead,Geojit Technologies,"Bangalore, Karnataka",IT Jobs,,2025-12-05 01:31:01+00:00,,"Data Engineer lead Role Overview The Senior Data Engineer will design and implement scalable, secure, and high-performance data solutions using the Azure Data Stack . The role focuses on building reliable data pipelines, ensuring data quality, and enabling downstream analytics and AI workloads through well-structured, governed, and performant data models. Key Responsibilities Design, build, and maintain ETL/ELT pipelines using Azure Data Factory (ADF) and Synapse Pipelines . Develop and manage …",,0,0
GCP Data Engineer,Intellistaff Services Pvt. Ltd,"Chennai, Tamil Nadu",IT Jobs,,2025-12-05 01:31:54+00:00,,Job description: Data Engineer with Python and GCP Experience Level: 5 to 9 Years Loc: Chennai Must Have Skillset SQL (4 Years) Python or PySpark (4 Years) GCP services (3 Years) BigQuery Dataflow or Dataproc Pub/Sub Scheduled Query Cloud Functions Monitoring Tools Dashboard Apache Kafka Terraform scripting (2 Year) Airflow/Astronomer/Cloud Composer (2 Year) Good to have Skillset Data fusion Tekton pipeline/CI-CD Pipeline GCP: Cloud Secrete Manager Soft Skills Strong all-round communication ski…,"python, sql",2,0
Senior Data Engineer,Brio Technologies,"Hyderabad, Telangana",IT Jobs,,2025-12-18 02:38:19+00:00,,"Job Title: Sr. Data Engineer Experience: 5–6 Years Location: Hyderabad About the Role We are looking for an experienced Data Engineer to design, build, and optimize scalable data pipelines and analytics solutions on the Azure Data Platform . The ideal candidate will have strong hands-on experience with modern Azure data services and a solid foundation in SQL, Python, and Spark. Key Responsibilities Design, develop, and maintain end-to-end data pipelines using Azure Data Factory (ADF) . Build an…","python, sql",2,0
Data Engineer - Guidewire,Wisdom Infotech,India,IT Jobs,contract,2025-12-20 09:04:58+00:00,,"Job Title: Data Engineer - Guidewire Location: Remote (Offshore) Type: Contract General Description: The Data Engineer will play a critical role within the Information Technology organization, partnering closely with data and analytics leadership to build and optimize scalable, reliable data pipelines and platforms that support enterprise analytics and decision-making. This role focuses on enabling data availability, quality, and accessibility across business domains, ensuring alignment with st…",,0,0
Qlik Data Engineer,Tata Consultancy Services,"Bangalore, Karnataka",IT Jobs,,2025-12-20 08:59:46+00:00,,"Qlik Replicate Automation for Data Ingestion role for a professional with 4-7 years of experience generally focuses on the design, development, and maintenance of robust, automated data pipelines using Qlik's suite of tools (Qlik Replicate, Qlik Compose, Qlik Sense, and Qlik Automate). This role requires a strong mix of data engineering skills, Qlik platform expertise, and collaboration with business stakeholders. Roles and Responsibilities Design and Implementation: Design, develop, and mainta…",,0,0
Azure Data Engineer,EXL,"Pune, Maharashtra",IT Jobs,,2025-12-05 01:17:29+00:00,,"Role: Azure Data Engineer Exp: 6 Years Location: Pune/Gurugram (Hybrid) About the Role: Azure Data Engineer with Property & Casualty Insurance Domain. Key Responsibilities: Design and develop ETL/ELT pipelines using Azure Data Factory, Snowflake, and DBT. Build and maintain data integration workflows from various data sources to Snowflake. Write efficient and optimized SQL queries for data extraction and transformation. Work with stakeholders to understand business requirements— especially with…",sql,1,0
Snowflake Data Engineer,Persistent Systems,"Pune, Maharashtra",IT Jobs,,2025-12-10 16:51:05+00:00,,"About Position: We're seeking an experienced Snowflake Data Engineer to join our team. As a Snowflake Data Engineer, you will be responsible for designing, building, and maintaining large-scale data warehouses and data pipelines using Snowflake, SQL, and other related technologies. Role: Snowflake Data Engineer Location: All Persistent Locations Experience: 8 to 12 Years Job Type: Full Time Employment What You'll Do: Design and implement data warehouses and data pipelines using Snowflake. Devel…",sql,1,0
Data Engineering Lead,Kanerika Inc,"Hyderabad, Telangana",IT Jobs,,2025-12-18 02:40:37+00:00,,"Job Location: Hyderabad What You Will Do: Develop and maintain data pipelines using Azure Data Factory (ADF) /Databricks for data integration and ETL processes. Design, implement, and optimize Power BI /Fabric reports and dashboards to deliver actionable business insights. Collaborate with data analysts, business users, and other teams to understand data requirements and deliver solutions using ADF and Power BI. Extract, transform, and load (ETL) data from various sources into cloud-based stora…",,0,0
Data Modeler Senior,Cummins India,"Pune, Maharashtra",IT Jobs,,2025-12-03 09:00:15+00:00,,"Short Description for Candidates The Senior Data Analyst interprets complex data sets and transforms them into actionable insights that enhance business decision-making and improve overall data usage within the organization. The role involves gathering information from multiple sources, identifying trends and patterns, ensuring data quality, and developing solutions that support business objectives. This position is also responsible for championing continuous improvement in data processes, coac…",,0,0
Senior Data Engineer,SID Global Solutions,"Hyderabad, Telangana",IT Jobs,,2025-12-16 18:13:23+00:00,,"Job Summary : You will be responsible for designing, building, and maintaining our data infrastructure. This role involves working closely with data scientists, developers, and other stakeholders to ensure data availability, quality, and reliability. Key Responsibilities : Design, develop, and maintain scalable data pipelines to collect, process, and store large volumes of data from various sources. Implement ETL (Extract, Transform, Load) processes to transform raw data into structured formats…",,0,0
Senior Data Engineer,Vertex Agility,"Ahmedabad, Gujarat",IT Jobs,,2025-12-18 08:45:01+00:00,,"Job Title: Senior Data Engineer Experience: 6 years. Work Hours: UK Timings (IST overlap or full UK shift, as applicable) Job Summary We are looking for a skilled Senior Data Engineer with strong expertise in designing, building, and maintaining scalable data pipelines and data warehousing solutions. The ideal candidate will have hands-on experience with modern cloud data technologies and visualization tools and will play a key role in transforming raw data into actionable insights. Key Respons…",,0,0
Data Strategy Lead,Capgemini,India,IT Jobs,,2025-12-18 08:45:25+00:00,,"Location: PAN India Roles and Responsibilities: As a Director – Data Strategy Lead , you will spearhead the Data Strategy capability within Capgemini Invent India’s Enterprise Data Analytics (EDA) team. You will be responsible for shaping, selling, and delivering strategic data consulting engagements that drive business transformation through data. This role demands a visionary leader with deep expertise in data strategy, architecture frameworks, cloud modernization, and AI, coupled with strong…",,0,0
Azure Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-18 08:43:10+00:00,,"Greetings from TCS! Job Title: Azure Data Engineer Required Skillset: Azure DataBricks/Spark (Mandatory) Azure Data Factory (Mandatory) Location: Kolkata/ Hyderabad Experience Range: 6-8 years Job Description Must-Have Strong level SQL/TSQL Strong level Spark Strong CI/CD experience Microsoft Azure data services skills, specifically: Azure Synapse/Azure SQL DW (Useful) Azure DataBricks/Spark (Mandatory) Azure Data Factory (Mandatory) Azure Analysis Services (Useful) Azure ML (Nice to have) Azur…",sql,1,0
Senior Data Engineer,Ascendion,"Bangalore, Karnataka",IT Jobs,,2025-11-28 09:46:15+00:00,,"Job Title: Senior Data Engineer Location: Bangalore/Hyderabad/Pune/Chennai Experience: 7 Years Notice Period: Immediate to 15days max Job Description: We are seeking a highly skilled Senior Data Engineer with strong expertise in Python and Microsoft Azure , along with some exposure to Gen AI or Agentic AI. The ideal candidate will be responsible for designing scalable data pipelines, optimizing cloud-based data solutions, and contributing to AI-driven initiatives aligned with business requireme…",python,1,0
Senior Data Engineer,Fluent Health,"Mumbai, Maharashtra",IT Jobs,,2025-12-11 09:25:44+00:00,,"About Us: Fluent Health is a dynamic healthcare startup revolutionizing how you manage your healthcare and that of your family. The company will provide customers with high-quality, personalized options, credible information through trustworthy content, and absolute privacy. To assist us in our growth journey, we are seeking a highly motivated and experienced Senior Data Engineer to play a pivotal role in future success. Company Website- https://fluentinhealth.com/ Job Description: We’re lookin…",,0,0
Lead Data Engineer,Indxx,India,IT Jobs,,2025-12-13 15:49:00+00:00,,"About Indxx: Indxx seeks to redefine the global indexing space. We create indices which are used to create Financial Products and Benchmarks. Founded in 2005 and with offices in New York and New Delhi, the firm focuses on Index Development, Index Calculation, Analytics & Research and combines these services in a holistic, customized approach that is unique to the industry and provides maximum benefits to our clients. In 2009, we launched our first indices that serve as the underlying benchmarks…",,0,0
Data Engineer I,ADM,"Bangalore, Karnataka",IT Jobs,,2025-11-07 05:40:13+00:00,,"Job Title Data Engineer I Job Summary: Do you want to join a team passionate about engineering data solutions to inform business decisions and transform business performance? ADM is seeking a Data Engineer, someone who thrives in an environment continuously integrating and deploying data products and analytics driving business value. The Data Engineer is a team player who sees problems as challenges to be creatively solved n collaboration with other data engineers, data scientists, and business…",,0,0
Senior Data Engineer,KANINI,"Chennai, Tamil Nadu",IT Jobs,,2025-12-18 08:41:36+00:00,,"Senior Data Engineer Job Summary We are seeking an experienced Senior Data Engineer with strong expertise in Microsoft Fabric, PySpark, Azure Databricks, Synapse Analytics, and SQL . The role involves designing, developing, and optimizing large-scale data pipelines, ensuring data quality and performance, and enabling data-driven insights for business growth. The ideal candidate will have deep hands-on experience in Azure data services and modern data engineering practices. Primary Skills Proven…",sql,1,0
GCP Data Engineer,Tata Consultancy Services,"Pune, Maharashtra",IT Jobs,,2025-12-11 09:26:30+00:00,,"Role Overview We are seeking a skilled Google Cloud Platform (GCP) Data Engineer to design, build, and optimize data pipelines and architectures for large-scale data processing. The ideal candidate will have hands-on experience with GCP services such as BigQuery, Cloud Storage, Pub/Sub, and Dataflow , and a strong understanding of data modeling, ETL processes, and streaming/batch data workflows. Key Responsibilities Design and implement data pipelines using Cloud Dataflow (Apache Beam) for batc…",,0,0
Data Engineering - GCP,EXL,"Chennai, Tamil Nadu",IT Jobs,,2025-11-26 09:50:08+00:00,,"Responsibilities: Work with stakeholders to understand the data requirements to design, develop, and maintain complex ETL processes. Create the data integration and data diagram documentation. Lead the data validation, UAT and regression test for new data asset creation. Create and maintain data models, including schema design and optimization. Create and manage data pipelines that automate the flow of data, ensuring data quality and consistency. Qualifications and Skills: Strong knowledge on P…",,0,0
GCP Data Engineer,Tata Consultancy Services,"Hyderabad, Telangana",IT Jobs,,2025-12-11 09:26:45+00:00,,"Role Overview We are seeking a skilled Google Cloud Platform (GCP) Data Engineer to design, build, and optimize data pipelines and architectures for large-scale data processing. The ideal candidate will have hands-on experience with GCP services such as BigQuery, Cloud Storage, Pub/Sub, and Dataflow , and a strong understanding of data modeling, ETL processes, and streaming/batch data workflows. Key Responsibilities Design and implement data pipelines using Cloud Dataflow (Apache Beam) for batc…",,0,0
